Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Structural Adherence,Adaptive Fluidity,Interpersonal Influence,Execution Velocity,Psychological Resilience,Job Hopping
772,Matthew Price,"TensorFlow, Pytorch, Python",9,PhD,Google ML,AI Researcher,Hire,75101,2,98,2,5,2,3,2,Low
773,Trevor Sampson,"SQL, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,95743,4,50,4,2,3,2,4,Medium
774,Steve Olson,"Python, Pytorch, TensorFlow",0,MBA,Deep Learning Specialization,AI Researcher,Reject,54236,6,55,4,3,1,2,3,Low
775,Amy White,"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,,Data Scientist,Hire,51928,8,94,4,2,3,1,1,Medium
776,Sara Ward,"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,Hire,116970,3,61,1,2,3,3,4,High
777,Traci Austin,"Python, SQL, Deep Learning, Machine Learning",10,M.Tech,Deep Learning Specialization,Data Scientist,Hire,110158,8,100,2,2,3,1,3,Low
778,Megan Juarez,"SQL, C++, Java",6,B.Sc,,Software Engineer,Hire,113366,4,97,3,3,3,2,4,Low
779,Matthew Smith,"Deep Learning, Machine Learning, Python",10,B.Tech,,Data Scientist,Hire,58090,4,98,3,3,3,1,2,Low
780,Martin Norris,"Java, React, C++",10,M.Tech,,Software Engineer,Hire,74425,5,90,4,2,3,3,1,High
781,Paul Torres,"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,98,3,2,4,3,3,Medium
782,Dennis Hunt,"Python, SQL",0,B.Tech,Google ML,Data Scientist,Hire,76195,10,70,2,3,2,3,3,Low
783,Miss Katherine Olson DDS,"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,94,3,1,2,2,1,Medium
784,Tabitha Mcgee,"Ethical Hacking, Cybersecurity",5,PhD,Google ML,Cybersecurity Analyst,Hire,92506,5,93,4,4,2,2,2,Low
785,Sharon Murray,"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,111508,7,98,4,3,3,3,5,High
786,Jonathan Edwards,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,Hire,67670,9,100,4,2,3,2,3,Low
787,Amy Campbell,"Python, Deep Learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100,4,3,2,3,4,Low
788,Jacob Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,,Cybersecurity Analyst,Hire,92893,7,96,3,2,2,2,2,Medium
789,Christina Sanchez,"TensorFlow, NLP",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,96,3,3,3,3,1,Low
790,Yvonne Maynard,"Linux, Cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100,1,4,3,4,3,Low
791,Kimberly Clark,"Java, C++, SQL",10,MBA,,Software Engineer,Hire,53207,1,100,3,1,4,4,3,Low
792,Kendra Delacruz,"Deep Learning, Machine Learning, SQL, Python",1,PhD,,Data Scientist,Hire,108185,8,70,3,3,2,3,3,Low
793,Tom Bennett,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100,3,3,3,3,3,Low
794,Jennifer Hess,"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,,Data Scientist,Hire,71964,7,94,2,4,2,3,3,High
795,Jason Mayer,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,Deep Learning Specialization,AI Researcher,Hire,82119,2,100,2,3,3,3,3,Low
796,Stephen Mills,"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,Hire,63537,2,68,4,2,2,3,2,Low
797,Deborah Lynch,"Networking, Cybersecurity, Ethical Hacking",7,PhD,,Cybersecurity Analyst,Hire,54150,0,83,3,3,4,3,3,Medium
798,Matthew Sandoval,"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,,Cybersecurity Analyst,Hire,47674,9,66,4,2,1,3,1,Low
799,Elizabeth Smith,"SQL, Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,96,3,4,3,2,1,Low
800,James Allen,"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,Hire,71459,0,100,3,3,3,2,4,Medium
801,Scott Kaiser,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Google ML,AI Researcher,Hire,53090,6,100,4,5,3,2,4,Medium
802,James Baker,"Networking, Ethical Hacking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,107340,7,98,2,3,5,1,3,Medium
803,Maria Bell,"Deep Learning, Python, SQL, Machine Learning",8,MBA,,Data Scientist,Hire,115812,5,96,3,2,3,2,2,Medium
804,Jason West,"SQL, C++",1,B.Tech,AWS Certified,Software Engineer,Hire,45422,10,78,3,1,2,3,2,Low
805,Dylan Bailey,"SQL, C++, Java, React",4,MBA,,Software Engineer,Hire,119370,3,69,3,1,3,2,3,High
806,Brian Welch,"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Google ML,AI Researcher,Hire,68212,9,96,3,1,1,4,1,Low
807,Lori Oliver,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,,Data Scientist,Hire,41965,2,96,3,3,3,3,2,Medium
808,Nathan Miller,"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100,3,4,2,1,4,Low
809,Mary Hodge,"SQL, Machine Learning, Python, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,77388,4,96,4,1,4,4,4,High
810,Shannon Perkins,"Linux, Ethical Hacking",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,96662,9,98,2,4,2,4,3,Medium
811,Lisa Martin,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100,3,3,3,2,4,Medium
812,Brittany Knight,"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,99578,0,41,3,3,2,3,1,Low
813,James Williams,"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,112595,7,100,4,5,5,2,4,Low
814,Cody Nolan,"TensorFlow, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,96,3,4,3,3,2,Medium
815,Jose Kane,"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75413,4,88,4,3,5,2,3,Medium
816,Anthony Contreras,"Linux, Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,114489,9,100,2,2,4,1,3,Low
817,Andrea Stone,"Java, React, SQL",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,96,3,1,3,3,4,High
818,Cindy Armstrong,"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,51,4,2,3,3,2,Medium
819,Misty Bailey,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,87,3,3,3,3,4,Low
820,Adam Tapia,"Networking, Linux, Ethical Hacking",4,PhD,,Cybersecurity Analyst,Hire,107425,2,63,4,2,1,2,3,Medium
821,Erin Kemp,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50,2,3,3,3,3,Low
822,Ronald Tucker,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,,Cybersecurity Analyst,Reject,93079,2,30,4,3,4,3,3,Low
823,Patrick Hayes,"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,98,5,3,3,3,2,Low
824,Colleen Bates,"Java, C++, React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100,3,2,2,3,3,Low
825,Christopher Fisher,"Java, C++, React, SQL",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,98,3,3,3,2,3,Medium
826,Kelly Mejia,"Linux, Cybersecurity, Ethical Hacking",4,MBA,AWS Certified,Cybersecurity Analyst,Hire,67535,1,70,4,3,5,4,3,Low
827,Kyle Anderson,"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,98,5,2,4,2,3,Medium
828,Tiffany Cox,"React, SQL",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,2,4,3,3,4,Medium
829,Stephen Miller,"TensorFlow, NLP, Python",10,M.Tech,Google ML,AI Researcher,Hire,65446,9,100,3,3,4,4,4,Medium
830,Deborah Hughes,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,,Cybersecurity Analyst,Hire,53096,7,83,3,3,3,3,2,Low
831,Courtney Ware,"Pytorch, NLP, Python, TensorFlow",1,MBA,,AI Researcher,Hire,84774,9,75,2,4,1,3,4,Medium
832,Christina Sosa,"React, C++, Java, SQL",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,98,2,3,2,2,2,Low
833,Antonio Hill,"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,54228,1,67,2,4,5,4,4,Low
834,Omar Hill,"Python, SQL, Machine Learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,59564,2,67,2,3,3,2,4,Low
835,Mike Hayes,"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,104149,9,96,3,2,3,2,1,Low
836,Larry Moreno,"Java, SQL, C++",8,PhD,,Software Engineer,Hire,59474,3,98,3,3,3,3,3,Medium
837,Kelly Jones,"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100,5,2,5,4,3,Low
838,Cheryl Green,"React, C++",7,PhD,,Software Engineer,Hire,107965,10,96,2,3,5,3,2,Medium
839,Yolanda Vasquez,"Ethical Hacking, Networking, Cybersecurity, Linux",8,B.Sc,,Cybersecurity Analyst,Hire,99384,1,100,4,3,5,2,4,Low
840,Rebecca Walker,"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,63,3,3,3,3,2,Low
841,Gerald Greene,"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,92,3,3,3,2,2,High
842,Matthew Mckinney,"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,Hire,101270,7,98,4,1,1,2,3,Medium
843,Jasmine Duffy,"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,Hire,55341,10,100,2,2,4,4,4,Low
844,Daniel Carter,"Ethical Hacking, Linux",2,MBA,,Cybersecurity Analyst,Hire,116969,7,65,3,3,2,2,3,Low
845,Gregory Murray,"Deep Learning, Machine Learning, SQL",10,B.Tech,,Data Scientist,Hire,70494,7,100,3,3,3,5,4,Low
846,Megan Stephenson,"React, SQL, C++, Java",8,B.Sc,,Software Engineer,Hire,93647,10,100,3,2,2,4,4,Low
847,Curtis Wood,"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,64,3,4,2,4,1,Medium
848,Nicole Martinez,"Python, SQL, Deep Learning",2,PhD,AWS Certified,Data Scientist,Hire,82119,8,81,5,2,2,3,2,Medium
849,Tonya Sanchez,"SQL, Java, React",1,M.Tech,AWS Certified,Software Engineer,Reject,48917,3,48,2,4,2,3,2,Low
850,Lori Lopez DDS,"Machine Learning, Python, SQL",2,B.Tech,,Data Scientist,Reject,44219,4,49,2,3,2,2,3,High
851,Hannah Smith,"Ethical Hacking, Linux, Networking",7,B.Sc,,Cybersecurity Analyst,Hire,63601,10,96,2,2,2,2,1,Low
852,Amanda Shepherd,"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Google ML,AI Researcher,Reject,101851,2,54,2,5,4,3,5,Low
853,Timothy Smith,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,97789,5,87,2,2,2,4,4,Low
854,Christian Elliott,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,Hire,91064,5,98,4,4,3,2,3,Medium
855,Michelle Baker,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,48252,4,100,4,4,4,3,4,Low
856,Felicia Gonzalez,"Machine Learning, Python, SQL, Deep Learning",6,M.Tech,AWS Certified,Data Scientist,Hire,116163,2,100,2,2,2,3,5,Low
857,Karen Castillo,"SQL, Deep Learning, Python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100,2,4,2,2,4,Low
858,Autumn Obrien,"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,Hire,69810,0,100,3,3,3,4,4,Low
859,Eric Ramirez,"Machine Learning, SQL, Deep Learning",10,PhD,,Data Scientist,Hire,54054,0,98,2,3,4,2,3,Medium
860,Terry Simpson,"Linux, Ethical Hacking, Networking",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,62790,9,100,4,3,3,3,3,Low
861,Karen Acosta,"Pytorch, Python",8,B.Tech,AWS Certified,AI Researcher,Hire,94680,10,100,3,3,2,3,3,Low
862,Chelsea Weaver,"TensorFlow, Pytorch, Python, NLP",6,PhD,AWS Certified,AI Researcher,Hire,109248,8,96,1,4,3,2,2,Medium
863,Theresa Villanueva,"Linux, Networking, Cybersecurity",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73851,6,92,5,4,2,3,2,High
864,Dennis Gamble,"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,,Data Scientist,Hire,94642,8,82,5,1,4,3,2,High
865,Joseph Gallagher,"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,,Cybersecurity Analyst,Hire,94140,4,100,2,4,3,3,3,Low
866,Ashley Luna,"TensorFlow, Python, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,112672,2,91,3,1,3,2,1,Low
867,Timothy Buckley,"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,114118,2,100,3,4,2,3,3,Low
868,Samuel Mckinney,"Pytorch, Python, TensorFlow, NLP",5,MBA,Google ML,AI Researcher,Hire,109244,5,100,3,4,2,5,3,Low
869,Peter Wilson,"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,94,4,2,4,3,3,High
870,Cassandra Crawford,"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,Hire,41199,9,98,5,3,4,4,2,Low
871,Kenneth Lee,"SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,45975,10,100,3,2,2,2,5,Low
872,Karina Stone,"Java, C++, React, SQL",8,PhD,Google ML,Software Engineer,Hire,77705,0,100,2,3,3,3,4,Low
873,Lorraine Hammond,"Linux, Cybersecurity",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,60790,7,98,2,3,1,2,2,Low
874,Matthew Ward,"Machine Learning, Python, Deep Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,107697,5,98,2,4,2,2,3,Medium
875,Wayne Hudson,"C++, React, SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,84438,10,98,3,4,3,2,2,Low
876,Brandi Hernandez,"Python, SQL, Machine Learning, Deep Learning",4,B.Tech,AWS Certified,Data Scientist,Hire,65571,5,93,5,4,2,4,2,Low
877,James Pruitt,"Machine Learning, Deep Learning, Python",3,PhD,,Data Scientist,Hire,107521,10,93,2,2,2,4,2,Low
878,Margaret Martin,"TensorFlow, NLP, Python",0,M.Tech,AWS Certified,AI Researcher,Reject,40085,2,35,3,3,2,3,3,Low
879,Rachel Johnson,"Deep Learning, Machine Learning, SQL, Python",2,PhD,,Data Scientist,Reject,50002,1,43,3,1,3,1,2,Low
880,Elizabeth Smith,"Cybersecurity, Ethical Hacking, Networking, Linux",6,PhD,Google ML,Cybersecurity Analyst,Hire,67810,1,95,4,2,3,3,4,Medium
881,Desiree White,"React, SQL",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100,5,4,1,3,4,Low
882,Cindy Hamilton,"Java, C++",8,M.Tech,AWS Certified,Software Engineer,Hire,71678,0,100,2,5,1,3,4,Medium
883,Scott Fuller,"Pytorch, TensorFlow, Python, NLP",4,B.Tech,,AI Researcher,Hire,66621,5,77,3,2,2,1,2,High
884,Kristen West MD,"SQL, Machine Learning",9,PhD,AWS Certified,Data Scientist,Hire,119901,3,94,4,2,3,2,3,High
885,Joe Martinez,"TensorFlow, Pytorch, NLP, Python",4,B.Sc,AWS Certified,AI Researcher,Hire,103738,10,96,4,3,1,3,4,High
886,David Tran,"Machine Learning, Deep Learning",9,PhD,,Data Scientist,Hire,51682,8,100,5,3,3,4,3,Low
887,Steven Gonzalez,"Machine Learning, Deep Learning, SQL",3,PhD,AWS Certified,Data Scientist,Hire,48470,7,88,4,2,2,1,2,Low
888,Debra Williams,"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,117772,2,49,3,3,4,3,5,Low
889,Hannah Rivera,"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,64888,5,98,4,3,3,3,3,Medium
890,Mrs. Heather Williams MD,"Python, Machine Learning, Deep Learning, SQL",7,M.Tech,Google ML,Data Scientist,Hire,112572,5,96,4,3,3,4,4,High
891,Jason Case,"Cybersecurity, Networking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117696,4,96,4,4,3,4,2,Medium
892,Sandra Scott,"Pytorch, TensorFlow, Python",8,M.Tech,,AI Researcher,Hire,82202,5,98,4,3,1,4,2,Low
893,Brian Sullivan,"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,Hire,45959,5,92,4,3,4,2,2,High
894,Nicole Cox,"SQL, Java, React, C++",0,MBA,,Software Engineer,Reject,70344,4,40,4,3,3,1,3,Low
895,Timothy Thomas,"SQL, Java, C++",3,M.Tech,,Software Engineer,Hire,46781,6,73,4,3,4,3,2,Low
896,Erin Murphy,"NLP, TensorFlow, Python, Pytorch",6,MBA,AWS Certified,AI Researcher,Hire,102676,0,90,4,3,5,4,3,Low
897,Amber Crosby,"React, SQL, Java, C++",2,M.Tech,Deep Learning Specialization,Software Engineer,Hire,99600,3,61,3,3,1,4,1,Low
898,Patricia Dunn,"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Google ML,AI Researcher,Hire,100399,7,98,3,5,5,4,2,Low
899,Margaret Price,"Java, SQL",2,MBA,,Software Engineer,Hire,66087,9,77,4,4,3,3,4,Low
900,Barry Mitchell,"Networking, Cybersecurity, Linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,55337,6,77,2,3,3,3,4,Low
901,Benjamin Gray,"Networking, Ethical Hacking, Cybersecurity, Linux",2,MBA,,Cybersecurity Analyst,Reject,60745,0,38,3,4,3,2,3,Medium
902,John Wilson,"Pytorch, NLP, Python, TensorFlow",7,M.Tech,AWS Certified,AI Researcher,Hire,112353,10,96,3,3,3,3,2,Medium
903,Lisa White,"Deep Learning, Machine Learning, SQL, Python",6,PhD,Deep Learning Specialization,Data Scientist,Hire,48306,10,96,3,4,2,5,2,Medium
904,James Grimes,"Pytorch, Python",9,PhD,Deep Learning Specialization,AI Researcher,Hire,97435,7,100,4,3,3,2,3,Low
905,Stacy Flores,"Deep Learning, Machine Learning",4,PhD,AWS Certified,Data Scientist,Reject,103828,0,60,3,3,1,5,4,Medium
906,Amber Hunt,"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,Hire,41917,9,96,3,3,4,3,4,High
907,Brandon Lucero,"Python, TensorFlow, NLP",6,B.Tech,,AI Researcher,Hire,56712,5,100,2,1,3,4,3,Low
908,Joshua Jensen DDS,"Python, Deep Learning, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,72251,6,53,4,2,2,2,2,Low
909,Amy Anderson,"Python, TensorFlow",5,B.Tech,Google ML,AI Researcher,Hire,88058,0,70,4,2,3,4,3,Low
910,Colin Morris,"Networking, Linux, Ethical Hacking",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,102914,6,83,5,3,4,2,2,Low
911,Erin Hull,"Machine Learning, Deep Learning",6,PhD,AWS Certified,Data Scientist,Hire,117600,0,76,3,5,2,2,2,Medium
912,Ann Long,"NLP, Pytorch, TensorFlow",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,64149,0,85,3,5,3,3,4,Medium
913,Krystal Cole,"Pytorch, Python, NLP",10,M.Tech,,AI Researcher,Hire,89696,3,100,3,4,2,4,4,Low
914,Laura Vasquez,"Deep Learning, SQL, Machine Learning",3,B.Tech,,Data Scientist,Reject,94832,3,58,5,4,4,2,3,Medium
915,John Holland,"Linux, Networking, Cybersecurity, Ethical Hacking",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,114989,9,96,3,1,4,2,2,Medium
916,Marcus Edwards,"SQL, Python",7,PhD,,Data Scientist,Hire,72691,1,79,3,2,5,3,3,High
917,Amy Carter,"TensorFlow, Python, NLP, Pytorch",0,M.Tech,,AI Researcher,Reject,113643,4,42,4,2,3,3,4,Low
918,Michael Jimenez,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,,Data Scientist,Hire,92538,1,69,3,2,4,4,3,High
919,Shannon Frazier,"Deep Learning, Python",5,MBA,AWS Certified,Data Scientist,Hire,100800,3,87,3,3,3,4,4,Low
920,Kelly Harrell,"Cybersecurity, Networking, Ethical Hacking",4,MBA,,Cybersecurity Analyst,Hire,112115,9,100,3,3,4,3,4,Low
921,Jonathan Myers,"Java, SQL, React, C++",9,B.Sc,Google ML,Software Engineer,Hire,108502,9,100,4,1,2,5,5,Low
922,Gary Fisher,"Ethical Hacking, Networking",6,PhD,AWS Certified,Cybersecurity Analyst,Hire,66054,2,90,2,4,4,3,3,Low
923,Michael Padilla,"TensorFlow, Python",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,98529,1,95,3,2,3,3,4,Medium
924,Kerry Sanders,"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,Hire,113545,6,72,2,3,3,1,4,Low
925,Amy Reynolds,"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,54594,2,100,4,5,3,3,3,Low
926,Colleen Conner,"C++, React, SQL, Java",5,PhD,Deep Learning Specialization,Software Engineer,Hire,101120,5,98,1,2,3,3,2,Low
927,John Walker,"Machine Learning, SQL",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,108012,7,98,2,1,3,4,3,Medium
928,Bianca Montoya,"C++, SQL, Java, React",7,B.Sc,,Software Engineer,Hire,117476,10,100,3,3,3,3,3,Low
929,Melinda Lambert,"SQL, C++, Java",1,M.Tech,,Software Engineer,Reject,48157,5,46,5,4,5,2,2,Medium
930,David Levy,"Pytorch, TensorFlow, NLP, Python",1,M.Tech,,AI Researcher,Reject,63713,0,30,3,5,4,3,3,Low
931,Mark Sanford,"Python, Machine Learning",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,71635,1,47,2,2,4,4,4,Low
932,Debbie Wong,"Linux, Cybersecurity",9,B.Sc,,Cybersecurity Analyst,Hire,62823,7,96,5,3,3,5,1,Low
933,Peter Brown,"SQL, Java, C++",1,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82007,10,89,2,3,2,4,5,Low
934,Kristina Evans,"Machine Learning, Deep Learning, Python",10,M.Tech,Google ML,Data Scientist,Hire,47998,10,100,1,3,4,4,4,Low
935,Maria Green,"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,Reject,55365,1,60,3,5,4,3,3,Low
936,Eddie May,"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,90929,7,71,2,1,4,3,4,High
937,Samuel Arnold,"Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,46896,8,98,2,3,2,4,3,Medium
938,Jacob Morrow,"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,92,4,3,3,2,4,Low
939,William Johnston,"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,Reject,44121,0,62,3,4,1,3,4,Low
940,Amy Lawson,"Networking, Linux, Cybersecurity",1,PhD,Google ML,Cybersecurity Analyst,Hire,48456,8,71,2,3,3,2,2,Medium
941,Donald Cantu,"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463,6,100,2,3,4,3,4,Low
942,Mr. Matthew Brewer,"NLP, TensorFlow, Python",2,MBA,,AI Researcher,Reject,94281,2,45,4,3,3,4,3,Low
943,Leslie Conway,"Machine Learning, Deep Learning, SQL, Python",2,PhD,AWS Certified,Data Scientist,Hire,80720,6,78,4,3,4,2,3,Medium
944,Michael Wilson,"Java, React, SQL, C++",3,PhD,,Software Engineer,Hire,78794,4,66,3,3,3,1,2,Medium
945,Kristin Hernandez,"Ethical Hacking, Cybersecurity, Networking",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,50972,1,64,5,4,3,3,5,Low
946,Kyle Orozco,"SQL, Java, React",4,PhD,AWS Certified,Software Engineer,Hire,79539,5,92,2,3,2,4,4,Low
947,Theresa Hansen,"Cybersecurity, Networking, Linux, Ethical Hacking",1,B.Sc,,Cybersecurity Analyst,Hire,99954,8,68,1,3,3,4,2,Low
948,Jeffery Hicks,"Python, Deep Learning, Machine Learning, SQL",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,42356,3,61,2,3,1,3,2,Medium
949,Alan Lewis,"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,Hire,50188,3,100,3,4,3,3,3,Low
950,Elizabeth Fry,"Linux, Ethical Hacking, Networking",5,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,45733,0,75,3,3,1,2,3,Low
951,Rita Russell,"Deep Learning, Machine Learning",7,M.Tech,AWS Certified,Data Scientist,Hire,87562,9,100,3,1,4,4,3,Low
952,Joshua Hatfield,"NLP, Pytorch, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,Hire,70137,9,77,3,4,4,2,4,Low
953,Mary Thomas,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Deep Learning Specialization,Data Scientist,Hire,53286,5,96,2,2,3,5,4,High
954,Jennifer Juarez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,M.Tech,Google ML,Cybersecurity Analyst,Hire,91996,8,100,4,2,5,4,4,Medium
955,Megan Meadows,"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55431,2,98,3,2,2,2,3,Medium
956,Michael Johnson,"Deep Learning, Python, SQL, Machine Learning",3,B.Sc,AWS Certified,Data Scientist,Hire,113134,5,83,4,4,5,2,2,Low
957,Sarah Wood MD,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,,Cybersecurity Analyst,Hire,90173,4,100,3,1,4,3,3,Low
958,Elizabeth Logan,"Cybersecurity, Networking",7,MBA,,Cybersecurity Analyst,Hire,109418,6,100,3,5,3,3,4,Low
959,Jesus Johnson,"C++, SQL, Java",7,B.Sc,,Software Engineer,Hire,115535,5,100,4,4,4,4,3,Low
960,Evan Rodriguez,"Machine Learning, SQL, Python",3,M.Tech,Google ML,Data Scientist,Hire,119432,9,96,3,3,2,3,4,High
961,Phillip Morris,"SQL, Machine Learning, Python",3,B.Tech,Google ML,Data Scientist,Hire,77352,3,70,4,3,2,2,3,Low
962,Melanie Oliver,"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,Hire,96487,0,98,4,3,2,5,2,Low
